id,name,content,difficulty
874,Backspace String Compare,"['equal', 'typed', 'empty', 'text', 'means', 'backspace', 'become', 'become', 'become', 'becomes', 'becomes', 'letters', 'follow', 'solve', 'time', 'two pointers', 'stack']",1
873,Guess the Word,"['problem', 'leetcode', 'word', 'list', 'unique', 'word', 'letters', 'one', 'word', 'list', 'chosen', 'may', 'call', 'guess', 'guessed', 'word', 'must', 'original', 'lowercase', 'function', 'returns', 'number', 'exact', 'matches', 'guess', 'secret', 'guess', 'return', 'test', 'guesses', 'guess', 'end', 'number', 'made', 'less', 'calls', 'least', 'one', 'guesses', 'pass', 'besides', 'test', 'case', 'test', 'words', 'word', 'letters', 'word', 'testcases', 'random', 'every', 'word', 'word', 'lists', 'wordlist', 'returns', 'returns', 'secret', 'returns', 'returns', 'returns', 'made', 'calls', 'one', 'pass', 'test', 'solutions', 'attempt', 'circumvent', 'result', 'minimax']",3
872,Split Array into Fibonacci Sequence,"['string', 'split', 'sequence', 'integers', 'integer', 'fits', 'signed', 'integer', 'note', 'splitting', 'string', 'piece', 'must', 'extra', 'leading', 'except', 'piece', 'number', 'return', 'sequence', 'split', 'return', 'cannot', 'task', 'leading', 'zeroes', 'output', 'would', 'also', 'contains', 'string', 'backtracking', 'greedy']",2
871,Keys and Rooms,"['rooms', 'start', 'room', 'room', 'distinct', 'number', 'room', 'may', 'keys', 'access', 'next', 'room', 'list', 'keys', 'key', 'integer', 'key', 'room', 'number', 'rooms', 'start', 'locked', 'room', 'walk', 'back', 'forth', 'rooms', 'return', 'start', 'room', 'pick', 'key', 'go', 'room', 'pick', 'key', 'go', 'room', 'pick', 'key', 'go', 'room', 'since', 'able', 'go', 'every', 'return', 'enter', 'room', 'number', 'number', 'keys', 'rooms', 'combined', 'depth-first search', 'graph']",2
870,Magic Squares In Grid,"['magic', 'square', 'grid', 'filled', 'distinct', 'numbers', 'diagonals', 'many', 'subgrids', 'subgrid', 'following', 'subgrid', 'magic', 'one', 'one', 'magic', 'square', 'inside', 'array']",1
869,Similar String Groups,"['two', 'strings', 'similar', 'swap', 'two', 'letters', 'different', 'equals', 'similar', 'positions', 'similar', 'form', 'two', 'connected', 'groups', 'notice', 'group', 'even', 'though', 'group', 'word', 'group', 'similar', 'least', 'one', 'word', 'list', 'every', 'string', 'anagram', 'every', 'string', 'many', 'groups', 'words', 'lowercase', 'letters', 'words', 'length', 'anagrams', 'judging', 'time', 'limit', 'increased', 'depth-first search', 'union find', 'graph']",3
868,Push Dominoes,"['dominoes', 'place', 'domino', 'vertically', 'simultaneously', 'dominoes', 'either', 'left', 'domino', 'falling', 'left', 'pushes', 'adjacent', 'domino', 'dominoes', 'falling', 'right', 'push', 'adjacent', 'dominoes', 'standing', 'vertical', 'domino', 'dominoes', 'falling', 'stays', 'still', 'due', 'balance', 'purposes', 'consider', 'falling', 'additional', 'force', 'falling', 'already', 'fallen', 'string', 'representing', 'initial', 'domino', 'pushed', 'domino', 'pushed', 'domino', 'return', 'string', 'representing', 'final', 'first', 'domino', 'expends', 'additional', 'force', 'second', 'contains', 'two pointers', 'dynamic programming']",2
867,New 21 Game,"['alice', 'plays', 'following', 'loosely', 'based', 'card', 'game', 'alice', 'starts', 'draws', 'numbers', 'less', 'gains', 'integer', 'number', 'points', 'randomly', 'range', 'draw', 'independent', 'outcomes', 'equal', 'alice', 'stops', 'drawing', 'numbers', 'gets', 'less', 'alice', 'gets', 'single', 'alice', 'gets', 'single', 'answers', 'accepted', 'correct', 'within', 'correct', 'judging', 'time', 'limit', 'reduced', 'dynamic programming']",2
866,Rectangle Overlap,"['rectangle', 'coordinates', 'coordinates', 'two', 'rectangles', 'overlap', 'area', 'intersection', 'two', 'rectangles', 'touch', 'corner', 'edges', 'two', 'return', 'rectangles', 'lists', 'coordinates', 'rectangles', 'math']",1
864,Image Overlap,"['two', 'images', 'represented', 'square', 'matrices', 'binary', 'matrix', 'translate', 'one', 'image', 'however', 'choose', 'number', 'place', 'top', 'overlap', 'translation', 'number', 'positions', 'also', 'translation', 'include', 'kind', 'largest', 'possible', 'slide', 'right', 'unit', 'array']",2
863,Sum of Distances in Tree,"['nodes', 'labelled', 'ith', 'edge', 'connects', 'return', 'list', 'sum', 'distances', 'node', 'edges', 'diagram', 'see', 'equals', 'tree', 'depth-first search']",3
862,Find And Replace in String,"['string', 'perform', 'replace', 'groups', 'letters', 'new', 'ones', 'necessarily', 'replacement', 'operation', 'starting', 'index', 'source', 'target', 'rule', 'position', 'original', 'string', 'replace', 'occurrence', 'replacement', 'position', 'original', 'string', 'replace', 'using', 'another', 'replacement', 'operation', 'well', 'another', 'replacement', 'second', 'operation', 'nothing', 'original', 'operations', 'occur', 'guaranteed', 'overlap', 'indexes', 'valid', 'test', 'indexes', 'sources', 'targets', 'starts', 'index', 'replaced', 'starts', 'index', 'replaced', 'indexes', 'sources', 'targets', 'starts', 'index', 'replaced', 'starts', 'index', 'original', 'characters', 'inputs', 'lowercase', 'string']",2
861,Flipping an Image,"['binary', 'matrix', 'want', 'flip', 'image', 'invert', 'return', 'resulting', 'flip', 'image', 'horizontally', 'means', 'row', 'image', 'results', 'invert', 'image', 'replaced', 'replaced', 'first', 'reverse', 'invert', 'first', 'reverse', 'invert', 'array']",1
860,Design Circular Queue,"['design', 'implementation', 'circular', 'circular', 'queue', 'linear', 'data', 'structure', 'operations', 'performed', 'based', 'fifo', 'first', 'principle', 'last', 'position', 'connected', 'back', 'first', 'position', 'make', 'also', 'called', 'one', 'benefits', 'circular', 'queue', 'make', 'use', 'spaces', 'front', 'normal', 'queue', 'becomes', 'cannot', 'insert', 'next', 'element', 'even', 'space', 'front', 'using', 'circular', 'use', 'space', 'store', 'new', 'implementation', 'support', 'following', 'set', 'size', 'queue', 'get', 'front', 'item', 'queue', 'return', 'get', 'last', 'item', 'queue', 'return', 'insert', 'element', 'circular', 'return', 'true', 'operation', 'delete', 'element', 'circular', 'return', 'true', 'operation', 'checks', 'whether', 'circular', 'queue', 'empty', 'checks', 'whether', 'circular', 'queue', 'full', 'mycircularqueue', 'circularqueue', 'new', 'set', 'size', 'return', 'return', 'return', 'return', 'queue', 'return', 'return', 'return', 'return', 'return', 'values', 'range', 'number', 'operations', 'range', 'please', 'use', 'queue', 'design', 'queue']",2
859,Design Circular Deque,"['design', 'implementation', 'circular', 'queue', 'implementation', 'support', 'following', 'set', 'size', 'deque', 'adds', 'item', 'front', 'return', 'true', 'operation', 'adds', 'item', 'rear', 'return', 'true', 'operation', 'deletes', 'item', 'front', 'return', 'true', 'operation', 'deletes', 'item', 'rear', 'return', 'true', 'operation', 'gets', 'front', 'item', 'deque', 'return', 'gets', 'last', 'item', 'deque', 'return', 'checks', 'whether', 'deque', 'empty', 'checks', 'whether', 'deque', 'full', 'mycirculardeque', 'circulardeque', 'new', 'set', 'size', 'return', 'return', 'return', 'return', 'queue', 'return', 'return', 'return', 'return', 'return', 'values', 'range', 'number', 'operations', 'range', 'please', 'use', 'deque', 'design', 'queue']",2
858,Masking Personal Information,"['information', 'string', 'may', 'email', 'address', 'phone', 'would', 'like', 'mask', 'information', 'according', 'email', 'define', 'string', 'length', 'lowercase', 'email', 'address', 'starts', 'followed', 'followed', 'followed', 'email', 'addresses', 'valid', 'format', 'mask', 'names', 'must', 'converted', 'lowercase', 'letters', 'first', 'last', 'letter', 'first', 'name', 'must', 'replaced', 'asterisks', 'phone', 'phone', 'number', 'string', 'consisting', 'digits', 'characters', 'set', 'may', 'assume', 'last', 'digits', 'make', 'digits', 'make', 'country', 'note', 'country', 'code', 'want', 'expose', 'last', 'mask', 'formatted', 'masked', 'represents', 'exposed', 'mask', 'phone', 'number', 'country', 'code', 'like', 'write', 'form', 'first', 'local', 'number', 'exist', 'country', 'digit', 'phone', 'number', 'note', 'extraneous', 'characters', 'like', 'well', 'dashes', 'plus', 'signs', 'part', 'formatting', 'scheme', 'return', 'correct', 'information', 'names', 'converted', 'letters', 'first', 'last', 'letter', 'first', 'name', 'replaced', 'must', 'asterisks', 'first', 'last', 'letter', 'first', 'name', 'digits', 'phone', 'means', 'digits', 'make', 'local', 'digits', 'country', 'code', 'digits', 'local', 'emails', 'length', 'least', 'phone', 'numbers', 'length', 'least', 'string']",2
857,Positions of Large Groups,"['lowercase', 'letters', 'form', 'consecutive', 'groups', 'string', 'like', 'groups', 'call', 'group', 'large', 'would', 'like', 'starting', 'ending', 'positions', 'every', 'large', 'final', 'answer', 'lexicographic', 'single', 'large', 'group', 'starting', 'ending', 'positions', 'large', 'array']",1
856,Consecutive Numbers Sum,"['positive', 'many', 'ways', 'write', 'sum', 'positive', 'math']",3
855,Unique Letter String,"['character', 'unique', 'string', 'occurs', 'exactly', 'string', 'unique', 'characters', 'define', 'number', 'unique', 'characters', 'string', 'string', 'calculate', 'sum', 'substrings', 'two', 'equal', 'substrings', 'different', 'positions', 'consider', 'since', 'answer', 'possible', 'substrings', 'evey', 'substring', 'composed', 'unique', 'sum', 'lengths', 'substring', 'except', 'two pointers']",3
854,Making A Large Island,"['grid', 'change', 'one', 'size', 'largest', 'island', 'connected', 'group', 'change', 'one', 'connect', 'two', 'get', 'island', 'area', 'change', 'make', 'island', 'one', 'island', 'area', 'change', 'one', 'island', 'area', 'depth-first search']",3
853,Most Profit Assigning Work,"['difficulty', 'profit', 'ability', 'means', 'worker', 'complete', 'job', 'difficulty', 'every', 'worker', 'assigned', 'one', 'one', 'completed', 'multiple', 'people', 'attempt', 'job', 'pays', 'total', 'profit', 'worker', 'cannot', 'complete', 'profit', 'profit', 'difficulty', 'profit', 'worker', 'workers', 'assigned', 'jobs', 'difficulty', 'get', 'profit', 'two pointers']",2
852,Friends Of Appropriate Ages,"['people', 'make', 'friend', 'ages', 'age', 'person', 'friend', 'request', 'person', 'following', 'conditions', 'friend', 'request', 'note', 'requests', 'necessarily', 'request', 'people', 'friend', 'request', 'many', 'total', 'friend', 'requests', 'people', 'friend', 'request', 'friend', 'requests', 'made', 'friend', 'requests', 'made', 'array']",2
851,Goat Latin,"['sentence', 'composed', 'words', 'separated', 'word', 'consists', 'lowercase', 'uppercase', 'letters', 'would', 'like', 'convert', 'sentence', 'language', 'similar', 'pig', 'rules', 'goat', 'latin', 'word', 'begins', 'vowel', 'append', 'end', 'word', 'becomes', 'word', 'begins', 'consonant', 'remove', 'first', 'letter', 'append', 'add', 'word', 'add', 'one', 'letter', 'end', 'word', 'per', 'word', 'index', 'starting', 'first', 'word', 'gets', 'added', 'second', 'word', 'gets', 'added', 'end', 'return', 'sentence', 'representing', 'conversion', 'speak', 'goat', 'peaksmaaa', 'oatgmaaaa', 'quick', 'brown', 'fox', 'jumped', 'lazy', 'uickqmaaa', 'rownbmaaaa', 'oxfmaaaaa', 'umpedjmaaaaaa', 'overmaaaaaaa', 'hetmaaaaaaaa', 'azylmaaaaaaaaa', 'contains', 'lowercase', 'one', 'space', 'string']",1
843,Binary Trees With Factors,"['array', 'unique', 'integer', 'strictly', 'greater', 'make', 'binary', 'tree', 'using', 'number', 'may', 'used', 'number', 'equal', 'product', 'values', 'many', 'binary', 'trees', 'return', 'answer', 'modulo', 'make', 'make']",2
842,Card Flipping Game,"['table', 'positive', 'integer', 'printed', 'front', 'back', 'card', 'flip', 'number', 'choose', 'number', 'back', 'front', 'number', 'smallest', 'number', 'number', 'output', 'represent', 'number', 'front', 'back', 'card', 'swaps', 'front', 'back', 'value', 'front', 'back', 'vice', 'fronts', 'backs', 'flip', 'second', 'fronts', 'backs', 'choose', 'second', 'number', 'front']",2
841,Shortest Distance to a Character,"['string', 'character', 'return', 'array', 'integers', 'representing', 'shortest', 'distance', 'character', 'string', 'length', 'single', 'guaranteed', 'string', 'letters']",1
839,Short Encoding of Words,"['list', 'may', 'encode', 'writing', 'reference', 'string', 'list', 'indexes', 'list', 'words', 'write', 'indexes', 'recover', 'word', 'reading', 'reference', 'string', 'index', 'reach', 'length', 'shortest', 'reference', 'string', 'possible', 'encodes', 'words', 'indexes']",2
838,Design Linked List,"['design', 'linked', 'choose', 'use', 'singly', 'linked', 'list', 'doubly', 'linked', 'node', 'list', 'two', 'val', 'value', 'current', 'next', 'want', 'use', 'doubly', 'linked', 'attribute', 'prev', 'indicate', 'previous', 'node', 'linked', 'assume', 'nodes', 'linked', 'list', 'implement', 'functions', 'linked', 'list', 'get', 'value', 'linked', 'index', 'return', 'add', 'node', 'value', 'first', 'element', 'linked', 'new', 'node', 'first', 'node', 'linked', 'append', 'node', 'value', 'last', 'element', 'linked', 'add', 'node', 'value', 'linked', 'length', 'node', 'appended', 'end', 'linked', 'index', 'greater', 'node', 'linked', 'index', 'mylinkedlist', 'linkedlist', 'new', 'linked', 'list', 'becomes', 'returns', 'linked', 'list', 'returns', 'values', 'range', 'number', 'operations', 'range', 'please', 'use', 'linkedlist', 'linked list', 'design']",1
837,Most Common Word,"['list', 'banned', 'return', 'frequent', 'word', 'list', 'banned', 'guaranteed', 'least', 'one', 'word', 'answer', 'words', 'list', 'banned', 'words', 'free', 'words', 'paragraph', 'case', 'answer', 'paragraph', 'hit', 'hit', 'ball', 'flew', 'far', 'banned', 'occurs', 'banned', 'occurs', 'twice', 'word', 'frequent', 'word', 'note', 'words', 'paragraph', 'case', 'punctuation', 'ignored', 'adjacent', 'answer', 'even', 'though', 'occurs', 'answer', 'written', 'lowercase', 'occurrences', 'even', 'proper', 'paragraph', 'consists', 'punctuation', 'symbols', 'hyphens', 'hyphenated', 'words', 'consist', 'never', 'apostrophes', 'punctuation', 'string']",1
836,Race Car,"['car', 'starts', 'position', 'speed', 'infinite', 'number', 'car', 'go', 'negative', 'car', 'drives', 'automatically', 'according', 'sequence', 'instructions', 'get', 'instruction', 'car', 'speed', 'get', 'instruction', 'car', 'speed', 'positive', 'position', 'stays', 'commands', 'car', 'goes', 'positions', 'speed', 'goes', 'target', 'say', 'length', 'shortest', 'sequence', 'instructions', 'get', 'target', 'shortest', 'instruction', 'sequence', 'position', 'goes', 'target', 'shortest', 'instruction', 'sequence', 'position', 'goes', 'target', 'dynamic programming', 'heap']",3
835,Linked List Components,"['head', 'node', 'linked', 'list', 'integer', 'also', 'subset', 'values', 'linked', 'return', 'number', 'connected', 'components', 'two', 'values', 'connected', 'appear', 'consecutively', 'linked', 'two', 'connected', 'two', 'connected', 'linked', 'list', 'value', 'node', 'linked', 'list', 'range', 'subset', 'values', 'linked', 'linked list']",2
834,Ambiguous Coordinates,"['like', 'decimal', 'ended', 'return', 'list', 'strings', 'possibilities', 'original', 'coordinates', 'could', 'original', 'representation', 'never', 'extraneous', 'never', 'started', 'numbers', 'like', 'number', 'represented', 'decimal', 'point', 'within', 'number', 'never', 'occurs', 'without', 'least', 'one', 'digit', 'occuring', 'never', 'started', 'numbers', 'like', 'final', 'answer', 'list', 'returned', 'also', 'note', 'coordinates', 'final', 'exactly', 'one', 'space', 'elements', 'string']",2
833,Bus Routes,"['list', 'bus', 'bus', 'route', 'means', 'travels', 'sequence', 'start', 'bus', 'stop', 'want', 'go', 'bus', 'stop', 'travelling', 'buses', 'least', 'number', 'buses', 'must', 'take', 'reach', 'return', 'routes', 'best', 'strategy', 'take', 'first', 'bus', 'bus', 'stop', 'take', 'second', 'bus', 'bus', 'stop', 'breadth-first search']",3
832,Binary Tree Pruning,"['head', 'node', 'binary', 'additionally', 'every', 'value', 'either', 'return', 'tree', 'every', 'subtree', 'containing', 'subtree', 'node', 'plus', 'every', 'node', 'descendant', 'red', 'nodes', 'satisfy', 'property', 'subtree', 'containing', 'diagram', 'right', 'represents', 'binary', 'value', 'node', 'tree']",2
831,Largest Sum of Averages,"['partition', 'row', 'numbers', 'adjacent', 'score', 'sum', 'average', 'largest', 'score', 'note', 'partition', 'must', 'use', 'every', 'number', 'scores', 'necessarily', 'best', 'choice', 'partition', 'answer', 'could', 'also', 'partitioned', 'partition', 'would', 'lead', 'score', 'answers', 'within', 'correct', 'answer', 'accepted', 'dynamic programming']",2
830,Largest Triangle Area,"['list', 'points', 'return', 'area', 'largest', 'triangle', 'formed', 'points', 'five', 'points', 'show', 'figure', 'red', 'triangle', 'points', 'answers', 'true', 'value', 'accepted', 'math']",1
829,Subdomain Visit Count,"['website', 'domain', 'like', 'consists', 'various', 'top', 'next', 'lowest', 'visit', 'domain', 'like', 'also', 'visit', 'parent', 'domains', 'call', 'count', 'number', 'visits', 'domain', 'followed', 'followed', 'domain', 'might', 'list', 'cpdomains', 'would', 'like', 'list', 'format', 'explicitly', 'counts', 'number', 'visits', 'one', 'website', 'discussed', 'subdomain', 'also', 'visited', 'visit', 'visit', 'length', 'cpdomains', 'length', 'domain', 'name', 'exceed', 'address', 'either', 'input', 'domain', 'exceed', 'answer', 'output', 'returned', 'hash table']",1
828,Chalkboard XOR Game,"['integers', 'written', 'alice', 'bob', 'take', 'turns', 'erasing', 'exactly', 'one', 'number', 'alice', 'starting', 'erasing', 'number', 'bitwise', 'xor', 'elements', 'chalkboard', 'player', 'say', 'bitwise', 'xor', 'one', 'element', 'element', 'bitwise', 'xor', 'elements', 'player', 'starts', 'turn', 'bitwise', 'xor', 'elements', 'chalkboard', 'equal', 'player', 'return', 'true', 'alice', 'wins', 'assuming', 'players', 'play', 'nums', 'alice', 'two', 'erase', 'erase', 'erases', 'nums', 'array', 'becomes', 'bitwise', 'xor', 'elements', 'chalkboard', 'xor', 'bob', 'remove', 'element', 'alice', 'one', 'erase', 'last', 'element', 'alice', 'erases', 'nums', 'becomes', 'bitwise', 'xor', 'elements', 'chalkboard', 'xor', 'alice', 'math']",3
827,Expressive Words,"['sometimes', 'people', 'repeat', 'letters', 'represent', 'extra', 'strings', 'like', 'groups', 'adjacent', 'letters', 'string', 'query', 'word', 'stretchy', 'made', 'equal', 'following', 'extension', 'choose', 'group', 'consisting', 'add', 'number', 'characters', 'group', 'size', 'group', 'starting', 'could', 'extension', 'group', 'get', 'cannot', 'get', 'since', 'group', 'size', 'less', 'could', 'another', 'extension', 'like', 'get', 'query', 'word', 'would', 'stretchy', 'two', 'extension', 'list', 'query', 'return', 'number', 'words', 'words', 'extend', 'word', 'get', 'extend', 'get', 'group', 'size', 'words', 'letters', 'string']",2
826,Soup Servings,"['two', 'types', 'type', 'type', 'initially', 'ml', 'type', 'four', 'kinds', 'ml', 'soup', 'ml', 'soup', 'ml', 'soup', 'soup', 'serve', 'ml', 'soup', 'ml', 'soup', 'serve', 'soup', 'soup', 'serve', 'give', 'someone', 'longer', 'choose', 'four', 'operations', 'equal', 'probability', 'remaining', 'volume', 'soup', 'enough', 'complete', 'much', 'stop', 'longer', 'quantity', 'types', 'note', 'operation', 'soup', 'used', 'return', 'probability', 'soup', 'plus', 'half', 'probability', 'become', 'empty', 'choose', 'first', 'two', 'become', 'empty', 'third', 'become', 'empty', 'fourth', 'become', 'empty', 'total', 'probability', 'becoming', 'empty', 'first', 'plus', 'half', 'probability', 'become', 'empty', 'answers', 'true', 'value', 'accepted', 'dynamic programming']",2
825,Max Increase to Keep City Skyline,"['dimensional', 'array', 'value', 'represents', 'height', 'building', 'located', 'allowed', 'increase', 'height', 'number', 'amount', 'different', 'different', 'considered', 'viewed', 'four', 'original', 'skyline', 'outer', 'contour', 'rectangles', 'formed', 'buildings', 'viewed', 'following', 'maximum', 'total', 'sum', 'height', 'buildings', 'grid', 'grid', 'skyline', 'viewed', 'top', 'bottom', 'skyline', 'viewed', 'left', 'right', 'grid', 'increasing', 'height', 'buildings', 'without', 'affecting', 'skylines', 'gridnew', 'heights', 'range', 'buildings', 'occupy', 'entire', 'grid', 'rectangular']",2
824,Number of Lines To Write String,"['write', 'letters', 'string', 'left', 'right', 'line', 'maximum', 'width', 'writing', 'letter', 'would', 'cause', 'width', 'line', 'exceed', 'written', 'next', 'array', 'width', 'width', 'width', 'answer', 'two', 'many', 'lines', 'least', 'one', 'character', 'width', 'used', 'last', 'return', 'answer', 'integer', 'list', 'length', 'widths', 'letters', 'length', 'write', 'need', 'two', 'full', 'lines', 'one', 'line', 'widths', 'letters', 'except', 'length', 'cover', 'last', 'written', 'second', 'line', 'units', 'left', 'first', 'answer', 'plus', 'units', 'second', 'length', 'contain', 'lowercase', 'widths', 'array', 'length', 'range']",1
823,Split Array With Same Average,"['integer', 'array', 'must', 'move', 'every', 'element', 'either', 'list', 'list', 'initially', 'start', 'return', 'true', 'possible', 'average', 'value', 'equal', 'average', 'value', 'split', 'array', 'average', 'length', 'range', 'math']",3
822,Unique Morse Code Words,"['international', 'morse', 'code', 'defines', 'standard', 'encoding', 'letter', 'mapped', 'series', 'dots', 'maps', 'maps', 'maps', 'full', 'table', 'letters', 'english', 'alphabet', 'list', 'word', 'written', 'concatenation', 'morse', 'code', 'written', 'concatenation', 'call', 'return', 'number', 'different', 'transformations', 'among', 'words', 'words', 'transformation', 'word', 'different', 'length', 'words', 'length', 'range', 'consist', 'lowercase', 'string']",1
821,Bricks Falling When Hit,"['grid', 'cell', 'represent', 'brick', 'drop', 'directly', 'connected', 'top', 'least', 'one', 'adjacent', 'bricks', 'time', 'want', 'erasure', 'location', 'brick', 'location', 'bricks', 'return', 'array', 'representing', 'number', 'bricks', 'drop', 'erasure', 'grid', 'hits', 'erase', 'brick', 'brick', 'return', 'grid', 'hits', 'erase', 'brick', 'brick', 'already', 'disappeared', 'due', 'last', 'erasure', 'cause', 'bricks', 'note', 'erased', 'brick', 'counted', 'dropped', 'number', 'rows', 'columns', 'grid', 'number', 'erasures', 'exceed', 'area', 'guaranteed', 'erasure', 'different', 'located', 'inside', 'erasure', 'may', 'refer', 'location', 'brick', 'bricks', 'union find']",3
820,Find Eventual Safe States,"['directed', 'start', 'node', 'every', 'walk', 'along', 'directed', 'edge', 'reach', 'node', 'terminal', 'outgoing', 'directed', 'say', 'starting', 'node', 'eventually', 'must', 'eventually', 'walk', 'terminal', 'exists', 'natural', 'number', 'choice', 'must', 'stopped', 'terminal', 'node', 'less', 'nodes', 'eventually', 'return', 'array', 'sorted', 'directed', 'graph', 'nodes', 'labels', 'length', 'following', 'list', 'labels', 'directed', 'edge', 'graph', 'diagram', 'graph', 'length', 'number', 'edges', 'graph', 'exceed', 'sorted', 'list', 'different', 'chosen', 'within', 'range', 'depth-first search', 'graph']",2
819,Minimum Swaps To Make Sequences Increasing,"['two', 'integer', 'sequences', 'allowed', 'swap', 'elements', 'note', 'elements', 'index', 'position', 'respective', 'end', 'number', 'strictly', 'sequence', 'strictly', 'increasing', 'return', 'minimum', 'number', 'swaps', 'make', 'sequences', 'strictly', 'guaranteed', 'input', 'always', 'makes', 'swap', 'sequences', 'strictly', 'arrays', 'length', 'range', 'integer', 'values', 'range', 'dynamic programming']",2
817,Design HashMap,"['design', 'using', 'hash', 'table', 'design', 'include', 'pair', 'value', 'already', 'exists', 'update', 'returns', 'value', 'specified', 'key', 'map', 'contains', 'mapping', 'mapping', 'value', 'key', 'map', 'contains', 'mapping', 'myhashmap', 'hashmap', 'new', 'returns', 'returns', 'update', 'existing', 'returns', 'remove', 'mapping', 'returns', 'keys', 'values', 'range', 'number', 'operations', 'range', 'please', 'use', 'hashmap', 'hash table', 'design']",1
816,Design HashSet,"['design', 'using', 'hash', 'table', 'design', 'include', 'value', 'return', 'whether', 'value', 'exists', 'hashset', 'remove', 'value', 'value', 'exist', 'myhashset', 'hashset', 'new', 'returns', 'returns', 'false', 'returns', 'returns', 'false', 'values', 'range', 'number', 'operations', 'range', 'please', 'use', 'hashset', 'hash table', 'design']",1
815,Champagne Tower,"['stack', 'glasses', 'first', 'row', 'second', 'row', 'glass', 'holds', 'one', 'cup', 'champagne', 'poured', 'first', 'glass', 'top', 'glass', 'excess', 'liquid', 'poured', 'fall', 'equally', 'glass', 'immediately', 'left', 'right', 'glasses', 'become', 'excess', 'champagne', 'fall', 'equally', 'left', 'right', 'glass', 'bottom', 'row', 'excess', 'champagne', 'fall', 'one', 'cup', 'champagne', 'top', 'glass', 'two', 'cups', 'champagne', 'two', 'glasses', 'second', 'row', 'half', 'three', 'cups', 'champagne', 'two', 'cups', 'become', 'full', 'full', 'glasses', 'total', 'four', 'cups', 'champagne', 'third', 'row', 'middle', 'glass', 'half', 'two', 'outside', 'glasses', 'quarter', 'pictured', 'pouring', 'integer', 'cups', 'return', 'full', 'glass', 'row', 'poured', 'poured', 'cup', 'champange', 'top', 'glass', 'tower', 'indexed', 'excess', 'liquid', 'glasses', 'top', 'glass', 'remain', 'poured', 'poured', 'cups', 'champange', 'top', 'glass', 'tower', 'indexed', 'one', 'cup', 'excess', 'glass', 'indexed', 'glass', 'indexed', 'share', 'excess', 'liquid', 'get', 'half', 'cup', 'range', 'range']",2
814,Smallest Rotation with Highest Score,"['array', 'may', 'rotate', 'integer', 'array', 'becomes', 'entries', 'less', 'equal', 'index', 'worth', 'rotate', 'becomes', 'worth', 'points', 'possible', 'return', 'rotation', 'index', 'corresponds', 'highest', 'score', 'could', 'multiple', 'return', 'smallest', 'index', 'scores', 'listed', 'score', 'score', 'score', 'score', 'score', 'choose', 'highest', 'always', 'points', 'matter', 'choose', 'smallest', 'range']",3
813,All Paths From Source to Target,"['acyclic', 'graph', 'find', 'possible', 'paths', 'node', 'node', 'return', 'graph', 'nodes', 'list', 'nodes', 'edge', 'graph', 'looks', 'like', 'two', 'number', 'nodes', 'graph', 'range', 'print', 'different', 'paths', 'keep', 'order', 'nodes', 'inside', 'one']",2
812,Rotate String,"['two', 'shift', 'consists', 'taking', 'string', 'moving', 'leftmost', 'character', 'rightmost', 'one', 'shift', 'return', 'true', 'become', 'number', 'shifts', 'length']",1
811,Number of Subarrays with Bounded Maximum,"['array', 'positive', 'two', 'positive', 'integers', 'return', 'number', 'subarrays', 'value', 'maximum', 'array', 'element', 'subarray', 'least', 'three', 'subarrays', 'meet', 'integer', 'range', 'length', 'range', 'array']",2
810,Valid Tic-Tac-Toe State,"['board', 'string', 'array', 'return', 'true', 'possible', 'reach', 'board', 'position', 'course', 'valid', 'board', 'consists', 'characters', 'character', 'represents', 'empty', 'rules', 'players', 'take', 'turns', 'placing', 'characters', 'empty', 'squares', 'first', 'player', 'always', 'places', 'second', 'player', 'always', 'places', 'characters', 'always', 'placed', 'empty', 'never', 'filled', 'game', 'ends', 'character', 'filling', 'game', 'also', 'ends', 'squares', 'moves', 'played', 'game', 'board', 'first', 'player', 'always', 'plays', 'board', 'players', 'take', 'turns', 'making', 'board', 'board', 'board', 'array', 'string', 'length', 'character', 'set', 'math', 'recursion']",2
809,Preimage Size of Factorial Zeroes Function,"['let', 'number', 'zeroes', 'end', 'zeroes', 'zeroes', 'find', 'many', 'integers', 'property', 'end', 'ends', 'integer', 'range', 'binary search']",3
808,Number of Matching Subsequences,"['string', 'words', 'find', 'number', 'subsequence', 'words', 'three', 'words', 'words', 'subsequence', 'words', 'words', 'consists', 'lowercase', 'length', 'range', 'length', 'words', 'range', 'length', 'range', 'array']",2
807,Custom Sort String,"['strings', 'composed', 'lowercase', 'letter', 'occurs', 'sorted', 'custom', 'order', 'want', 'permute', 'characters', 'match', 'order', 'occurs', 'occur', 'returned', 'return', 'permutation', 'satisfies', 'appear', 'order', 'since', 'appear', 'position', 'also', 'valid', 'length', 'character', 'repeated', 'length', 'consist', 'lowercase', 'letters', 'string']",2
806,Domino and Tromino Tiling,"['two', 'types', 'domino', 'tromino', 'shapes', 'may', 'xx', 'xx', 'many', 'ways', 'tile', 'return', 'answer', 'modulo', 'every', 'square', 'must', 'covered', 'two', 'tilings', 'different', 'two', 'adjacent', 'cells', 'board', 'exactly', 'one', 'tilings', 'squares', 'occupied', 'five', 'different', 'ways', 'listed', 'different', 'letters', 'indicates', 'different', 'xyz', 'xxz', 'xyy', 'xxy', 'xyz', 'yyz', 'xzz', 'xyy', 'xxy', 'range', 'dynamic programming']",2
