id,name,content,difficulty
880,Rectangle Area II,"['We', 'given', 'list', 'coordinates', 'coordinates', 'corner', 'ith', 'Find', 'total', 'area', 'covered', 'rectangles', 'Since', 'return', 'modulo', 'Example', 'As', 'illustrated', 'Example', 'The', 'answer', 'modulo', 'The', 'total', 'area', 'covered', 'rectangles', 'never', 'thus', 'fit', 'signed']",3
879,Maximize Distance to Closest Person,"['In', 'row', 'represents', 'person', 'sitting', 'represents', 'seat', 'There', 'least', 'one', 'empty', 'least', 'one', 'person', 'Alex', 'wants', 'sit', 'seat', 'distance', 'closest', 'person', 'Return', 'maximum', 'distance', 'closest', 'Example', 'If', 'Alex', 'sits', 'second', 'open', 'seat', 'closest', 'person', 'distance', 'If', 'Alex', 'sits', 'open', 'closest', 'person', 'distance', 'maximum', 'distance', 'closest', 'person', 'Example', 'If', 'Alex', 'sits', 'last', 'closest', 'person', 'seats', 'This', 'maximum', 'distance', 'answer', 'least', 'one', 'least', 'one']",1
878,Shifting Letters,"['We', 'string', 'S', 'lowercase', 'integer', 'array', 'Call', 'shift', 'next', 'letter', 'around', 'becomes', 'For', 'Now', 'want', 'shift', 'first', 'x', 'Return', 'final', 'shifts', 'S', 'Example', 'S', 'shifts', 'We', 'start', 'After', 'shifting', 'first', 'letters', 'S', 'After', 'shifting', 'first', 'letters', 'S', 'After', 'shifting', 'first', 'letters', 'S']",2
877,Shortest Path Visiting All Nodes,"['An', 'connected', 'graph', 'N', 'nodes', 'given', 'j', 'nodes', 'j', 'Return', 'length', 'shortest', 'path', 'visits', 'every', 'You', 'may', 'start', 'stop', 'may', 'revisit', 'nodes', 'multiple', 'may', 'reuse', 'Example', 'One', 'possible', 'path', 'Example', 'One', 'possible', 'path']",3
876,Hand of Straights,"['Alice', 'hand', 'given', 'array', 'Now', 'wants', 'rearrange', 'cards', 'groups', 'group', 'size', 'consists', 'W', 'consecutive', 'Return', 'true', 'Example', 'hand', 'W', 'hand', 'rearranged', 'Example', 'hand', 'W', 'hand', 'rearranged', 'groups', 'W']",2
875,Longest Mountain in Array,"['call', 'subarray', 'B', 'mountain', 'following', 'properties', 'There', 'exists', 'B', 'could', 'subarray', 'including', 'entire', 'array', 'Given', 'array', 'length', 'Return', 'Example', 'The', 'largest', 'mountain', 'length', 'Example', 'There', 'Follow', 'Can', 'solve', 'using', 'one', 'Can', 'solve']",2
874,Backspace String Compare,"['Given', 'equal', 'typed', 'empty', 'text', 'means', 'backspace', 'Example', 'S', 'T', 'Both', 'S', 'T', 'become', 'Example', 'S', 'T', 'Both', 'S', 'T', 'become', 'Example', 'S', 'T', 'Both', 'S', 'T', 'become', 'Example', 'S', 'T', 'S', 'becomes', 'T', 'becomes', 'T', 'letters', 'Follow', 'Can', 'solve', 'time']",1
873,Guess the Word,"['This', 'problem', 'LeetCode', 'We', 'given', 'word', 'list', 'unique', 'word', 'letters', 'one', 'word', 'list', 'chosen', 'You', 'may', 'call', 'guess', 'The', 'guessed', 'word', 'must', 'original', 'lowercase', 'This', 'function', 'returns', 'number', 'exact', 'matches', 'guess', 'secret', 'guess', 'given', 'return', 'For', 'test', 'guesses', 'guess', 'At', 'end', 'number', 'made', 'less', 'calls', 'least', 'one', 'guesses', 'pass', 'Besides', 'example', 'test', 'case', 'test', 'words', 'word', 'The', 'letters', 'word', 'testcases', 'random', 'every', 'word', 'given', 'word', 'lists', 'Example', 'wordlist', 'returns', 'returns', 'secret', 'returns', 'returns', 'returns', 'We', 'made', 'calls', 'one', 'pass', 'test', 'Any', 'solutions', 'attempt', 'circumvent', 'result']",3
872,Split Array into Fibonacci Sequence,"['Given', 'string', 'S', 'split', 'sequence', 'integers', 'integer', 'fits', 'signed', 'integer', 'note', 'splitting', 'string', 'piece', 'must', 'extra', 'leading', 'except', 'piece', 'number', 'Return', 'sequence', 'split', 'return', 'cannot', 'Example', 'Example', 'Example', 'The', 'task', 'Example', 'Leading', 'zeroes', 'Example', 'The', 'output', 'would', 'also', 'S', 'contains']",2
871,Keys and Rooms,"['There', 'N', 'rooms', 'start', 'room', 'Each', 'room', 'distinct', 'number', 'room', 'may', 'keys', 'access', 'next', 'room', 'list', 'keys', 'key', 'integer', 'N', 'A', 'key', 'room', 'number', 'rooms', 'start', 'locked', 'room', 'You', 'walk', 'back', 'forth', 'rooms', 'Return', 'Example', 'We', 'start', 'room', 'pick', 'key', 'We', 'go', 'room', 'pick', 'key', 'We', 'go', 'room', 'pick', 'key', 'We', 'go', 'room', 'Since', 'able', 'go', 'every', 'return', 'Example', 'We', 'enter', 'room', 'number', 'The', 'number', 'keys', 'rooms', 'combined']",2
870,Magic Squares In Grid,"['A', 'x', 'magic', 'square', 'x', 'grid', 'filled', 'distinct', 'numbers', 'diagonals', 'Given', 'many', 'x', 'subgrids', 'subgrid', 'Example', 'The', 'following', 'subgrid', 'x', 'magic', 'one', 'In', 'one', 'magic', 'square', 'inside', 'given']",1
869,Similar String Groups,"['Two', 'strings', 'similar', 'swap', 'two', 'letters', 'different', 'equals', 'For', 'similar', 'positions', 'similar', 'form', 'two', 'connected', 'groups', 'Notice', 'group', 'even', 'though', 'group', 'word', 'group', 'similar', 'least', 'one', 'word', 'We', 'given', 'list', 'A', 'Every', 'string', 'A', 'anagram', 'every', 'string', 'How', 'many', 'groups', 'Example', 'All', 'words', 'lowercase', 'letters', 'All', 'words', 'A', 'length', 'anagrams', 'The', 'judging', 'time', 'limit', 'increased']",3
868,Push Dominoes,"['There', 'dominoes', 'place', 'domino', 'vertically', 'In', 'simultaneously', 'dominoes', 'either', 'left', 'After', 'domino', 'falling', 'left', 'pushes', 'adjacent', 'domino', 'dominoes', 'falling', 'right', 'push', 'adjacent', 'dominoes', 'standing', 'When', 'vertical', 'domino', 'dominoes', 'falling', 'stays', 'still', 'due', 'balance', 'For', 'purposes', 'consider', 'falling', 'additional', 'force', 'falling', 'already', 'fallen', 'Given', 'string', 'representing', 'initial', 'domino', 'pushed', 'domino', 'pushed', 'domino', 'Return', 'string', 'representing', 'final', 'Example', 'Example', 'The', 'first', 'domino', 'expends', 'additional', 'force', 'second', 'contains']",2
867,New 21 Game,"['Alice', 'plays', 'following', 'loosely', 'based', 'card', 'game', 'Alice', 'starts', 'draws', 'numbers', 'less', 'K', 'During', 'gains', 'integer', 'number', 'points', 'randomly', 'range', 'W', 'Each', 'draw', 'independent', 'outcomes', 'equal', 'Alice', 'stops', 'drawing', 'numbers', 'gets', 'K', 'What', 'N', 'less', 'Example', 'N', 'K', 'W', 'Alice', 'gets', 'single', 'Example', 'N', 'K', 'W', 'Alice', 'gets', 'single', 'In', 'W', 'N', 'Example', 'N', 'K', 'W', 'K', 'N', 'W', 'Answers', 'accepted', 'correct', 'within', 'correct', 'The', 'judging', 'time', 'limit', 'reduced']",2
866,Rectangle Overlap,"['A', 'rectangle', 'coordinates', 'coordinates', 'Two', 'rectangles', 'overlap', 'area', 'intersection', 'To', 'two', 'rectangles', 'touch', 'corner', 'edges', 'Given', 'two', 'return', 'Example', 'Example', 'Both', 'rectangles', 'lists', 'All', 'coordinates', 'rectangles']",1
864,Image Overlap,"['Two', 'images', 'A', 'B', 'represented', 'square', 'matrices', 'binary', 'matrix', 'We', 'translate', 'one', 'image', 'however', 'choose', 'number', 'place', 'top', 'overlap', 'translation', 'number', 'positions', 'also', 'translation', 'include', 'kind', 'What', 'largest', 'possible', 'Example', 'A', 'B', 'We', 'slide', 'A', 'right', 'unit']",2
863,Sum of Distances in Tree,"['An', 'N', 'nodes', 'labelled', 'The', 'ith', 'edge', 'connects', 'Return', 'list', 'sum', 'distances', 'node', 'Example', 'N', 'edges', 'Here', 'diagram', 'given', 'We', 'see', 'equals', 'N']",3
862,Find And Replace in String,"['To', 'string', 'perform', 'replace', 'groups', 'letters', 'new', 'ones', 'necessarily', 'Each', 'replacement', 'operation', 'starting', 'index', 'source', 'target', 'The', 'rule', 'position', 'original', 'string', 'replace', 'occurrence', 'If', 'For', 'replacement', 'x', 'position', 'original', 'string', 'replace', 'Using', 'another', 'example', 'S', 'replacement', 'operation', 'x', 'well', 'another', 'replacement', 'x', 'second', 'operation', 'nothing', 'original', 'All', 'operations', 'occur', 'guaranteed', 'overlap', 'indexes', 'valid', 'test', 'Example', 'S', 'indexes', 'sources', 'targets', 'starts', 'index', 'replaced', 'starts', 'index', 'replaced', 'Example', 'S', 'indexes', 'sources', 'targets', 'starts', 'index', 'replaced', 'starts', 'index', 'original', 'All', 'characters', 'given', 'inputs', 'lowercase']",2
861,Flipping an Image,"['Given', 'binary', 'matrix', 'want', 'flip', 'image', 'invert', 'return', 'resulting', 'To', 'flip', 'image', 'horizontally', 'means', 'row', 'image', 'For', 'results', 'To', 'invert', 'image', 'replaced', 'replaced', 'Example', 'First', 'reverse', 'invert', 'Example', 'First', 'reverse', 'Then', 'invert']",1
860,Design Circular Queue,"['Design', 'implementation', 'circular', 'The', 'circular', 'queue', 'linear', 'data', 'structure', 'operations', 'performed', 'based', 'FIFO', 'In', 'First', 'principle', 'last', 'position', 'connected', 'back', 'first', 'position', 'make', 'It', 'also', 'called', 'One', 'benefits', 'circular', 'queue', 'make', 'use', 'spaces', 'front', 'In', 'normal', 'queue', 'becomes', 'cannot', 'insert', 'next', 'element', 'even', 'space', 'front', 'But', 'using', 'circular', 'use', 'space', 'store', 'new', 'Your', 'implementation', 'support', 'following', 'set', 'size', 'queue', 'Get', 'front', 'item', 'If', 'queue', 'return', 'Get', 'last', 'item', 'If', 'queue', 'return', 'Insert', 'element', 'circular', 'Return', 'true', 'operation', 'Delete', 'element', 'circular', 'Return', 'true', 'operation', 'Checks', 'whether', 'circular', 'queue', 'empty', 'Checks', 'whether', 'circular', 'queue', 'full', 'MyCircularQueue', 'circularQueue', 'new', 'set', 'size', 'return', 'return', 'return', 'return', 'queue', 'return', 'return', 'return', 'return', 'return', 'All', 'values', 'range', 'The', 'number', 'operations', 'range', 'Please', 'use', 'Queue']",2
859,Design Circular Deque,"['Design', 'implementation', 'circular', 'queue', 'Your', 'implementation', 'support', 'following', 'set', 'size', 'deque', 'Adds', 'item', 'front', 'Return', 'true', 'operation', 'Adds', 'item', 'rear', 'Return', 'true', 'operation', 'Deletes', 'item', 'front', 'Return', 'true', 'operation', 'Deletes', 'item', 'rear', 'Return', 'true', 'operation', 'Gets', 'front', 'item', 'If', 'deque', 'return', 'Gets', 'last', 'item', 'If', 'deque', 'return', 'Checks', 'whether', 'Deque', 'empty', 'Checks', 'whether', 'Deque', 'full', 'MyCircularDeque', 'circularDeque', 'new', 'set', 'size', 'return', 'return', 'return', 'return', 'queue', 'return', 'return', 'return', 'return', 'return', 'All', 'values', 'range', 'The', 'number', 'operations', 'range', 'Please', 'use', 'Deque']",2
858,Masking Personal Information,"['We', 'given', 'information', 'string', 'may', 'email', 'address', 'phone', 'We', 'would', 'like', 'mask', 'information', 'according', 'Email', 'We', 'define', 'string', 'length', 'lowercase', 'An', 'email', 'address', 'starts', 'followed', 'followed', 'followed', 'All', 'email', 'addresses', 'valid', 'format', 'To', 'mask', 'names', 'must', 'converted', 'lowercase', 'letters', 'first', 'last', 'letter', 'first', 'name', 'must', 'replaced', 'asterisks', 'Phone', 'A', 'phone', 'number', 'string', 'consisting', 'digits', 'characters', 'set', 'may', 'assume', 'The', 'last', 'digits', 'make', 'digits', 'make', 'country', 'Note', 'country', 'code', 'We', 'want', 'expose', 'last', 'mask', 'The', 'formatted', 'masked', 'represents', 'exposed', 'To', 'mask', 'phone', 'number', 'country', 'code', 'like', 'write', 'form', 'The', 'first', 'local', 'number', 'exist', 'country', 'For', 'digit', 'phone', 'number', 'Note', 'extraneous', 'characters', 'like', 'well', 'dashes', 'plus', 'signs', 'part', 'formatting', 'scheme', 'Return', 'correct', 'information', 'Example', 'names', 'converted', 'letters', 'first', 'last', 'letter', 'first', 'name', 'replaced', 'Example', 'must', 'asterisks', 'first', 'last', 'letter', 'first', 'name', 'Example', 'digits', 'phone', 'means', 'digits', 'make', 'local', 'Example', 'digits', 'country', 'code', 'digits', 'local', 'Emails', 'length', 'least', 'Phone', 'numbers', 'length', 'least']",2
857,Positions of Large Groups,"['In', 'lowercase', 'letters', 'form', 'consecutive', 'groups', 'For', 'string', 'like', 'S', 'groups', 'Call', 'group', 'large', 'We', 'would', 'like', 'starting', 'ending', 'positions', 'every', 'large', 'The', 'final', 'answer', 'lexicographic', 'Example', 'single', 'large', 'group', 'starting', 'ending', 'positions', 'Example', 'We', 'large', 'Example']",1
856,Consecutive Numbers Sum,"['Given', 'positive', 'many', 'ways', 'write', 'sum', 'positive', 'Example', 'Example', 'Example', 'N']",3
855,Unique Letter String,"['A', 'character', 'unique', 'string', 'S', 'occurs', 'exactly', 'For', 'string', 'S', 'unique', 'characters', 'define', 'number', 'unique', 'characters', 'string', 'For', 'Given', 'string', 'S', 'calculate', 'sum', 'substrings', 'If', 'two', 'equal', 'substrings', 'different', 'positions', 'consider', 'Since', 'answer', 'Example', 'All', 'possible', 'substrings', 'Evey', 'substring', 'composed', 'unique', 'Sum', 'lengths', 'substring', 'Example', 'The', 'example', 'except']",3
854,Making A Large Island,"['In', 'grid', 'change', 'one', 'size', 'largest', 'island', 'connected', 'group', 'Example', 'Change', 'one', 'connect', 'two', 'get', 'island', 'area', 'Example', 'Change', 'make', 'island', 'one', 'island', 'area', 'Example', 'change', 'one', 'island', 'area']",3
853,Most Profit Assigning Work,"['We', 'difficulty', 'profit', 'Now', 'ability', 'means', 'worker', 'complete', 'job', 'difficulty', 'Every', 'worker', 'assigned', 'one', 'one', 'completed', 'multiple', 'For', 'people', 'attempt', 'job', 'pays', 'total', 'profit', 'If', 'worker', 'cannot', 'complete', 'profit', 'What', 'profit', 'Example', 'difficulty', 'profit', 'worker', 'Workers', 'assigned', 'jobs', 'difficulty', 'get', 'profit']",2
852,Friends Of Appropriate Ages,"['Some', 'people', 'make', 'friend', 'ages', 'given', 'age', 'Person', 'A', 'NOT', 'friend', 'request', 'person', 'B', 'following', 'conditions', 'A', 'friend', 'request', 'Note', 'requests', 'B', 'necessarily', 'request', 'people', 'friend', 'request', 'How', 'many', 'total', 'friend', 'requests', 'Example', 'people', 'friend', 'request', 'Example', 'Friend', 'requests', 'made', 'Example', 'Friend', 'requests', 'made']",2
851,Goat Latin,"['A', 'sentence', 'S', 'composed', 'words', 'separated', 'Each', 'word', 'consists', 'lowercase', 'uppercase', 'letters', 'We', 'would', 'like', 'convert', 'sentence', 'language', 'similar', 'Pig', 'The', 'rules', 'Goat', 'Latin', 'If', 'word', 'begins', 'vowel', 'append', 'end', 'word', 'becomes', 'If', 'word', 'begins', 'consonant', 'remove', 'first', 'letter', 'append', 'add', 'word', 'Add', 'one', 'letter', 'end', 'word', 'per', 'word', 'index', 'starting', 'first', 'word', 'gets', 'added', 'second', 'word', 'gets', 'added', 'end', 'Return', 'sentence', 'representing', 'conversion', 'Example', 'speak', 'Goat', 'peaksmaaa', 'oatGmaaaa', 'Example', 'quick', 'brown', 'fox', 'jumped', 'lazy', 'uickqmaaa', 'rownbmaaaa', 'oxfmaaaaa', 'umpedjmaaaaaa', 'overmaaaaaaa', 'hetmaaaaaaaa', 'azylmaaaaaaaaa', 'S', 'contains', 'lowercase', 'one', 'space']",1
843,Binary Trees With Factors,"['Given', 'array', 'unique', 'integer', 'strictly', 'greater', 'We', 'make', 'binary', 'tree', 'using', 'number', 'may', 'used', 'number', 'Each', 'equal', 'product', 'values', 'How', 'many', 'binary', 'trees', 'Return', 'answer', 'modulo', 'Example', 'A', 'We', 'make', 'Example', 'A', 'We', 'make']",2
842,Card Flipping Game,"['On', 'table', 'N', 'positive', 'integer', 'printed', 'front', 'back', 'card', 'We', 'flip', 'number', 'choose', 'If', 'number', 'X', 'back', 'front', 'number', 'X', 'What', 'smallest', 'number', 'If', 'number', 'output', 'represent', 'number', 'front', 'back', 'card', 'swaps', 'front', 'back', 'value', 'front', 'back', 'vice', 'fronts', 'backs', 'If', 'flip', 'second', 'fronts', 'backs', 'We', 'choose', 'second', 'number', 'front']",2
841,Shortest Distance to a Character,"['Given', 'string', 'character', 'return', 'array', 'integers', 'representing', 'shortest', 'distance', 'character', 'C', 'Example', 'S', 'C', 'S', 'string', 'length', 'single', 'guaranteed', 'string', 'All', 'letters', 'S', 'C']",1
839,Short Encoding of Words,"['Given', 'list', 'may', 'encode', 'writing', 'reference', 'string', 'S', 'list', 'indexes', 'For', 'list', 'words', 'write', 'S', 'indexes', 'Then', 'recover', 'word', 'reading', 'reference', 'string', 'index', 'reach', 'What', 'length', 'shortest', 'reference', 'string', 'S', 'possible', 'encodes', 'given', 'words', 'S', 'indexes', 'Each']",2
838,Design Linked List,"['Design', 'linked', 'You', 'choose', 'use', 'singly', 'linked', 'list', 'doubly', 'linked', 'A', 'node', 'list', 'two', 'val', 'value', 'current', 'next', 'If', 'want', 'use', 'doubly', 'linked', 'attribute', 'prev', 'indicate', 'previous', 'node', 'linked', 'Assume', 'nodes', 'linked', 'list', 'Implement', 'functions', 'linked', 'list', 'Get', 'value', 'linked', 'If', 'index', 'return', 'Add', 'node', 'value', 'first', 'element', 'linked', 'After', 'new', 'node', 'first', 'node', 'linked', 'Append', 'node', 'value', 'last', 'element', 'linked', 'Add', 'node', 'value', 'linked', 'length', 'node', 'appended', 'end', 'linked', 'If', 'index', 'greater', 'node', 'linked', 'index', 'MyLinkedList', 'linkedList', 'new', 'linked', 'list', 'becomes', 'returns', 'linked', 'list', 'returns', 'All', 'values', 'range', 'The', 'number', 'operations', 'range', 'Please', 'use', 'LinkedList']",1
837,Most Common Word,"['Given', 'list', 'banned', 'return', 'frequent', 'word', 'list', 'banned', 'It', 'guaranteed', 'least', 'one', 'word', 'answer', 'Words', 'list', 'banned', 'words', 'given', 'free', 'Words', 'paragraph', 'case', 'The', 'answer', 'paragraph', 'hit', 'hit', 'BALL', 'flew', 'far', 'banned', 'occurs', 'banned', 'occurs', 'twice', 'word', 'frequent', 'word', 'Note', 'words', 'paragraph', 'case', 'punctuation', 'ignored', 'adjacent', 'answer', 'even', 'though', 'occurs', 'The', 'answer', 'written', 'lowercase', 'occurrences', 'even', 'proper', 'paragraph', 'consists', 'punctuation', 'symbols', 'There', 'hyphens', 'hyphenated', 'Words', 'consist', 'never', 'apostrophes', 'punctuation']",1
836,Race Car,"['Your', 'car', 'starts', 'position', 'speed', 'infinite', 'number', 'car', 'go', 'negative', 'Your', 'car', 'drives', 'automatically', 'according', 'sequence', 'instructions', 'A', 'R', 'When', 'get', 'instruction', 'car', 'speed', 'When', 'get', 'instruction', 'car', 'speed', 'positive', 'position', 'stays', 'For', 'commands', 'car', 'goes', 'positions', 'speed', 'goes', 'Now', 'target', 'say', 'length', 'shortest', 'sequence', 'instructions', 'get', 'Example', 'target', 'The', 'shortest', 'instruction', 'sequence', 'Your', 'position', 'goes', 'Example', 'target', 'The', 'shortest', 'instruction', 'sequence', 'Your', 'position', 'goes', 'target']",3
835,Linked List Components,"['We', 'head', 'node', 'linked', 'list', 'integer', 'We', 'also', 'given', 'subset', 'values', 'linked', 'Return', 'number', 'connected', 'components', 'two', 'values', 'connected', 'appear', 'consecutively', 'linked', 'Example', 'G', 'two', 'connected', 'Example', 'G', 'two', 'connected', 'linked', 'list', 'given', 'N', 'The', 'value', 'node', 'linked', 'list', 'range', 'N', 'G', 'subset', 'values', 'linked']",2
834,Ambiguous Coordinates,"['We', 'like', 'decimal', 'ended', 'Return', 'list', 'strings', 'possibilities', 'original', 'coordinates', 'could', 'Our', 'original', 'representation', 'never', 'extraneous', 'never', 'started', 'numbers', 'like', 'number', 'represented', 'decimal', 'point', 'within', 'number', 'never', 'occurs', 'without', 'least', 'one', 'digit', 'occuring', 'never', 'started', 'numbers', 'like', 'The', 'final', 'answer', 'list', 'returned', 'Also', 'note', 'coordinates', 'final', 'exactly', 'one', 'space', 'Example', 'Example', 'Example', 'Example', 'elements', 'S']",2
833,Bus Routes,"['We', 'list', 'bus', 'Each', 'bus', 'route', 'For', 'example', 'means', 'travels', 'sequence', 'We', 'start', 'bus', 'stop', 'S', 'want', 'go', 'bus', 'stop', 'Travelling', 'buses', 'least', 'number', 'buses', 'must', 'take', 'reach', 'Return', 'routes', 'S', 'T', 'The', 'best', 'strategy', 'take', 'first', 'bus', 'bus', 'stop', 'take', 'second', 'bus', 'bus', 'stop']",3
832,Binary Tree Pruning,"['We', 'given', 'head', 'node', 'binary', 'additionally', 'every', 'value', 'either', 'Return', 'tree', 'every', 'subtree', 'given', 'containing', 'subtree', 'node', 'X', 'plus', 'every', 'node', 'descendant', 'Example', 'Only', 'red', 'nodes', 'satisfy', 'property', 'subtree', 'containing', 'The', 'diagram', 'right', 'represents', 'Example', 'Example', 'The', 'binary', 'The', 'value', 'node']",2
831,Largest Sum of Averages,"['We', 'partition', 'row', 'numbers', 'K', 'adjacent', 'score', 'sum', 'average', 'What', 'largest', 'score', 'Note', 'partition', 'must', 'use', 'every', 'number', 'scores', 'necessarily', 'A', 'K', 'The', 'best', 'choice', 'partition', 'A', 'The', 'answer', 'We', 'could', 'also', 'partitioned', 'A', 'That', 'partition', 'would', 'lead', 'score', 'K', 'Answers', 'within', 'correct', 'answer', 'accepted']",2
830,Largest Triangle Area,"['You', 'list', 'points', 'Return', 'area', 'largest', 'triangle', 'formed', 'points', 'The', 'five', 'points', 'show', 'figure', 'The', 'red', 'triangle', 'No', 'points', 'Answers', 'true', 'value', 'accepted']",1
829,Subdomain Visit Count,"['A', 'website', 'domain', 'like', 'consists', 'various', 'At', 'top', 'next', 'lowest', 'When', 'visit', 'domain', 'like', 'also', 'visit', 'parent', 'domains', 'call', 'count', 'number', 'visits', 'domain', 'followed', 'followed', 'An', 'example', 'domain', 'might', 'We', 'given', 'list', 'cpdomains', 'We', 'would', 'like', 'list', 'format', 'explicitly', 'counts', 'number', 'visits', 'Example', 'We', 'one', 'website', 'As', 'discussed', 'subdomain', 'also', 'So', 'visited', 'Example', 'We', 'visit', 'For', 'visit', 'The', 'length', 'cpdomains', 'The', 'length', 'domain', 'name', 'exceed', 'Each', 'address', 'either', 'The', 'input', 'domain', 'exceed', 'The', 'answer', 'output', 'returned']",1
828,Chalkboard XOR Game,"['We', 'given', 'integers', 'written', 'Alice', 'Bob', 'take', 'turns', 'erasing', 'exactly', 'one', 'number', 'Alice', 'starting', 'If', 'erasing', 'number', 'bitwise', 'XOR', 'elements', 'chalkboard', 'player', 'say', 'bitwise', 'XOR', 'one', 'element', 'element', 'bitwise', 'XOR', 'elements', 'player', 'starts', 'turn', 'bitwise', 'XOR', 'elements', 'chalkboard', 'equal', 'player', 'Return', 'True', 'Alice', 'wins', 'assuming', 'players', 'play', 'nums', 'Alice', 'two', 'erase', 'erase', 'If', 'erases', 'nums', 'array', 'becomes', 'The', 'bitwise', 'XOR', 'elements', 'chalkboard', 'XOR', 'Now', 'Bob', 'remove', 'element', 'Alice', 'one', 'erase', 'last', 'element', 'If', 'Alice', 'erases', 'nums', 'becomes', 'The', 'bitwise', 'XOR', 'elements', 'chalkboard', 'XOR', 'Alice', 'N']",3
827,Expressive Words,"['Sometimes', 'people', 'repeat', 'letters', 'represent', 'extra', 'In', 'strings', 'like', 'groups', 'adjacent', 'letters', 'For', 'given', 'string', 'query', 'word', 'stretchy', 'made', 'equal', 'S', 'following', 'extension', 'choose', 'group', 'consisting', 'add', 'number', 'characters', 'c', 'group', 'size', 'group', 'For', 'starting', 'could', 'extension', 'group', 'get', 'cannot', 'get', 'since', 'group', 'size', 'less', 'could', 'another', 'extension', 'like', 'get', 'If', 'S', 'query', 'word', 'would', 'stretchy', 'two', 'extension', 'Given', 'list', 'query', 'return', 'number', 'words', 'S', 'words', 'We', 'extend', 'word', 'get', 'We', 'extend', 'get', 'group', 'size', 'S', 'words', 'letters']",2
826,Soup Servings,"['There', 'two', 'types', 'type', 'A', 'type', 'Initially', 'N', 'ml', 'type', 'There', 'four', 'kinds', 'ml', 'soup', 'A', 'ml', 'soup', 'B', 'ml', 'soup', 'A', 'soup', 'B', 'Serve', 'ml', 'soup', 'A', 'ml', 'soup', 'B', 'Serve', 'soup', 'A', 'soup', 'B', 'When', 'serve', 'give', 'someone', 'longer', 'Each', 'choose', 'four', 'operations', 'equal', 'probability', 'If', 'remaining', 'volume', 'soup', 'enough', 'complete', 'much', 'We', 'stop', 'longer', 'quantity', 'types', 'Note', 'operation', 'soup', 'B', 'used', 'Return', 'probability', 'soup', 'A', 'plus', 'half', 'probability', 'A', 'B', 'become', 'empty', 'N', 'If', 'choose', 'first', 'two', 'A', 'become', 'empty', 'For', 'third', 'A', 'B', 'become', 'empty', 'For', 'fourth', 'B', 'become', 'empty', 'So', 'total', 'probability', 'A', 'becoming', 'empty', 'first', 'plus', 'half', 'probability', 'A', 'B', 'become', 'empty', 'N', 'Answers', 'true', 'value', 'accepted']",2
825,Max Increase to Keep City Skyline,"['In', 'dimensional', 'array', 'value', 'represents', 'height', 'building', 'located', 'We', 'allowed', 'increase', 'height', 'number', 'amount', 'different', 'different', 'considered', 'At', 'viewed', 'four', 'original', 'A', 'skyline', 'outer', 'contour', 'rectangles', 'formed', 'buildings', 'viewed', 'following', 'What', 'maximum', 'total', 'sum', 'height', 'buildings', 'grid', 'The', 'grid', 'The', 'skyline', 'viewed', 'top', 'bottom', 'The', 'skyline', 'viewed', 'left', 'right', 'The', 'grid', 'increasing', 'height', 'buildings', 'without', 'affecting', 'skylines', 'gridNew', 'All', 'heights', 'range', 'All', 'buildings', 'occupy', 'entire', 'grid', 'x', 'x', 'rectangular']",2
824,Number of Lines To Write String,"['We', 'write', 'letters', 'given', 'string', 'left', 'right', 'Each', 'line', 'maximum', 'width', 'writing', 'letter', 'would', 'cause', 'width', 'line', 'exceed', 'written', 'next', 'We', 'given', 'array', 'width', 'width', 'width', 'Now', 'answer', 'two', 'many', 'lines', 'least', 'one', 'character', 'width', 'used', 'last', 'Return', 'answer', 'integer', 'list', 'length', 'Example', 'widths', 'S', 'All', 'letters', 'length', 'To', 'write', 'need', 'two', 'full', 'lines', 'one', 'line', 'Example', 'widths', 'S', 'All', 'letters', 'except', 'length', 'cover', 'For', 'last', 'written', 'second', 'line', 'units', 'left', 'first', 'So', 'answer', 'plus', 'units', 'second', 'The', 'length', 'S', 'S', 'contain', 'lowercase', 'widths', 'array', 'length', 'range']",1
823,Split Array With Same Average,"['In', 'given', 'integer', 'array', 'must', 'move', 'every', 'element', 'A', 'either', 'list', 'B', 'list', 'C', 'initially', 'start', 'Return', 'true', 'possible', 'average', 'value', 'B', 'equal', 'average', 'value', 'B', 'C', 'Example', 'We', 'split', 'array', 'average', 'The', 'length', 'A', 'range']",3
822,Unique Morse Code Words,"['International', 'Morse', 'Code', 'defines', 'standard', 'encoding', 'letter', 'mapped', 'series', 'dots', 'maps', 'maps', 'maps', 'For', 'full', 'table', 'letters', 'English', 'alphabet', 'given', 'given', 'list', 'word', 'written', 'concatenation', 'Morse', 'code', 'For', 'written', 'concatenation', 'call', 'Return', 'number', 'different', 'transformations', 'among', 'words', 'words', 'The', 'transformation', 'word', 'There', 'different', 'The', 'length', 'words', 'Each', 'length', 'range', 'consist', 'lowercase']",1
